sample_id,question,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct,full_prompt
f5bce2661c8659271c14e281ab706b3d41717bfbd9befb91ca5d899b171f68d8," Which organism is lease likely to show the characteristic periodicity of fever in malaria?
",no rationale,5,E,p. malariea,p vivax,p falciparum,p. ovale,none of them,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question:  Which organism is lease likely to show the characteristic periodicity of fever in malaria?

###Options:
A.  p. malariea
B.  p vivax
C.  p falciparum
D.  p. ovale
E.  none of them

###Answer:","Answer: C. p. falciparum

Rationale:  
P. falciparum often does not demonstrate the classic 48- or 72-hour fever cycle (periodicity) seen in the other Plasmodium species (P. vivax, P. ovale, and P. malariae). Instead, P. falciparum fevers are typically more irregular and may appear nearly continuous, making it least likely to show the characteristic periodic fever pattern.",C,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
 Which organism is lease likely to show the characteristic periodicity of fever in malaria?
###options: {""option1"": ""p. malariea"", ""option2"": ""p vivax"", ""option3"": ""p falciparum"", ""option4"": ""p. ovale"", ""option5"": ""none of them""}"
722bb236433a1470317e969a7b24575623fbfd9b58f7c19508755d3292c478c4,Puberty:,no rationale,5,C,Puberty is preceded by decreasing pulses of follicle- stimulating hormone (FSH),Breast development precedes the growth spurt,Public hair growth precedes axillary hair growth,Menarche occurs between 9 and 17 years of age,Menstrual cycle at menarche are usually regular,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Puberty:
###Options:
A.  Puberty is preceded by decreasing pulses of follicle- stimulating hormone (FSH)
B.  Breast development precedes the growth spurt
C.  Public hair growth precedes axillary hair growth
D.  Menarche occurs between 9 and 17 years of age
E.  Menstrual cycle at menarche are usually regular

###Answer:","Answer: The correct statements are B, C, and D.

Rationale:

• (A) is incorrect because puberty is associated with rising, not decreasing, gonadotropin (FSH and LH) pulses.  
• (B) is correct because in girls, the first noticeable sign of puberty (thelarche, or breast budding) generally appears before the peak of the growth spurt.  
• (C) is correct since pubic hair development (pubarche) typically appears before axillary hair growth.  
• (D) is correct; menarche commonly occurs somewhere between 9 and 17 years of age, though the often-quoted average is around 12–13 years.  
• (E) is incorrect; early menstrual cycles after menarche are usually anovulatory and tend to be irregular, not regular.",T,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Puberty:###options: {""option1"": ""Puberty is preceded by decreasing pulses of follicle- stimulating hormone (FSH)"", ""option2"": ""Breast development precedes the growth spurt"", ""option3"": ""Public hair growth precedes axillary hair growth"", ""option4"": ""Menarche occurs between 9 and 17 years of age"", ""option5"": ""Menstrual cycle at menarche are usually regular""}"
92f5e8c90cef6b97d82de4a5abd1542001084f0320bef14e4c426de61e6f91f8,Sexual differentiation:,no rationale,5,C,Genetic sex is the same as gonadal sex,The presence of the second X-chromosome determines female differentiation,The Mullerian duct develop into the internal organs of the female,The SRY gene of the Y-chromosome produces testicular determining factor,The 45XO phenotype is female,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Sexual differentiation:
###Options:
A.  Genetic sex is the same as gonadal sex
B.  The presence of the second X-chromosome determines female differentiation
C.  The Mullerian duct develop into the internal organs of the female
D.  The SRY gene of the Y-chromosome produces testicular determining factor
E.  The 45XO phenotype is female

###Answer:","Answer: D

Rationale:  
• Sexual (gonadal) differentiation in typical embryology is primarily driven by the SRY gene on the Y chromosome, which produces testis-determining factor (TDF). This causes the indifferent gonads to develop into testes.  
• Once testes form, they secrete Müllerian inhibiting factor (MIF) (also known as anti-Müllerian hormone), causing regression of the Müllerian ducts, and testosterone, promoting the conversion of the Wolffian ducts into male internal structures.  
• In the absence of the SRY gene (i.e., typically in XX embryos), the gonads develop into ovaries, and the Müllerian ducts will form the uterus, fallopian tubes, and the upper portion of the vagina (making option C also a true statement about female embryologic development).  
• However, option D most directly addresses the central mechanism of sexual differentiation—“The SRY gene of the Y-chromosome produces testicular determining factor”—making it the best single answer.",D,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Sexual differentiation:###options: {""option1"": ""Genetic sex is the same as gonadal sex"", ""option2"": ""The presence of the second X-chromosome determines female differentiation"", ""option3"": ""The Mullerian duct develop into the internal organs of the female"", ""option4"": ""The SRY gene of the Y-chromosome produces testicular determining factor"", ""option5"": ""The 45XO phenotype is female""}"
7857a2ec2b4990ba24f4f68f94782da4ea4719ddf63a1c8b37068f6a19c25189,Age changes in the genital tract:,no rationale,5,B,There is increased atrophy and fat deposition in the vulva after the menopause,The vagina is devoid of glycogen before puberty and after the menopause,The ratio of cervical to uterine length decreases after the menopause,Remnants of the hymen after childbirth are known as carunculae myrtiformes,"At birth, the neonatal vagina is well developed and has a low pH (< 5)","###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Age changes in the genital tract:
###Options:
A.  There is increased atrophy and fat deposition in the vulva after the menopause
B.  The vagina is devoid of glycogen before puberty and after the menopause
C.  The ratio of cervical to uterine length decreases after the menopause
D.  Remnants of the hymen after childbirth are known as carunculae myrtiformes
E.  At birth, the neonatal vagina is well developed and has a low pH (< 5)

###Answer:","Answer: B, D, and E

Rationale:

• Option B: The vagina is devoid of glycogen both before puberty and after menopause because of low estrogen stimulation in these phases of life. Estrogen is needed to stimulate glycogen accumulation in the vaginal epithelium.

• Option D: After childbirth, the torn edges (remnants) of the hymen are referred to as the carunculae myrtiformes; this is a well-established anatomical description.

• Option E: At birth, because of transplacental maternal estrogen, the neonatal vagina is relatively well-developed and exhibits an acidic pH (< 5). This effect is transient and diminishes as maternal hormone influence wanes.

In contrast, option A is misleading (there is indeed atrophy of the vulva after menopause, but “increased fat deposition” is not a usual characteristic), and option C is incorrect because the ratio of cervical to uterine length actually increases (rather than decreases) after menopause, as the uterus involutes more than the cervix.",B,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Age changes in the genital tract:###options: {""option1"": ""There is increased atrophy and fat deposition in the vulva after the menopause"", ""option2"": ""The vagina is devoid of glycogen before puberty and after the menopause"", ""option3"": ""The ratio of cervical to uterine length decreases after the menopause"", ""option4"": ""Remnants of the hymen after childbirth are known as carunculae myrtiformes"", ""option5"": ""At birth, the neonatal vagina is well developed and has a low pH (< 5)""}"
04184ad0a69b2b8e41773ced8637b179d2bad4990377b0019db84bf0f836f479,"
Which statement is not true?

",no rationale,5,B,malaria is possible even if full prophylaxis is given,a maculopapular rash is characteristic and common in malaria,"vivax, ovale and malariae can all be managed as outpatients if the patient is otherwise well and healthy",hloroquine does not extinguish the dormant liver phase in vivax and ovale,splenomegaly with rupture is possible.,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: 
Which statement is not true?


###Options:
A.  malaria is possible even if full prophylaxis is given
B.  a maculopapular rash is characteristic and common in malaria
C.  vivax, ovale and malariae can all be managed as outpatients if the patient is otherwise well and healthy
D.  hloroquine does not extinguish the dormant liver phase in vivax and ovale
E.  splenomegaly with rupture is possible.

###Answer:","Answer: B

Rationale:  
A maculopapular rash is not a characteristic or common feature of malaria. While it can occur rarely or under atypical circumstances, it is not a hallmark finding. Hence, the statement in option B is not true, whereas the other statements correctly reflect known facts about malaria.",B,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 

Which statement is not true?

###options: {""option1"": ""malaria is possible even if full prophylaxis is given"", ""option2"": ""a maculopapular rash is characteristic and common in malaria"", ""option3"": ""vivax, ovale and malariae can all be managed as outpatients if the patient is otherwise well and healthy"", ""option4"": ""hloroquine does not extinguish the dormant liver phase in vivax and ovale"", ""option5"": ""splenomegaly with rupture is possible.""}"
c9ce88436248fa462dff506da1a70f91d4f06f46cb400825d93ab8be98a3b5c1," in which illness can hydrophobia be seen?
",no rationale,5,B,tetanus,rabies,lyme disease,EBV,HSV-1,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question:  in which illness can hydrophobia be seen?

###Options:
A.  tetanus
B.  rabies
C.  lyme disease
D.  EBV
E.  HSV-1

###Answer:","Answer: B. rabies

Rationale: Hydrophobia (fear of water) is a classic and well-known symptom of rabies infection. This symptom is associated with the intense pharyngeal and laryngeal spasms triggered by swallowing liquids, leading to an extreme aversion or fear of water.",B,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
 in which illness can hydrophobia be seen?
###options: {""option1"": ""tetanus"", ""option2"": ""rabies"", ""option3"": ""lyme disease"", ""option4"": ""EBV"", ""option5"": ""HSV-1""}"
7947b665040787aebed7a7842ce1c0d74c182a61f778e34b68ac3ea2449913c0,"The support of the uterus is provided by:
",no rationale,5,A,The cardinal ligaments,The round ligaments,The utero-sacral ligaments,The integrity of the perineal body,The broad ligament,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: The support of the uterus is provided by:

###Options:
A.  The cardinal ligaments
B.  The round ligaments
C.  The utero-sacral ligaments
D.  The integrity of the perineal body
E.  The broad ligament

###Answer:","Answer:  
A. The cardinal ligaments  
C. The utero-sacral ligaments  
D. The integrity of the perineal body  

Rationale:  
The primary support of the uterus is provided by the cardinal ligaments (also known as the transverse cervical ligaments), the uterosacral ligaments, and the pelvic floor (in particular, the integrity of the perineal body). The broad ligament offers only minimal support, and the round ligaments mostly help maintain the anteverted position of the uterus rather than provide significant structural support.",A,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
The support of the uterus is provided by:
###options: {""option1"": ""The cardinal ligaments"", ""option2"": ""The round ligaments"", ""option3"": ""The utero-sacral ligaments"", ""option4"": ""The integrity of the perineal body"", ""option5"": ""The broad ligament""}"
8b23ce28583be1a170827de25e3cd5f9270bf13f72f2fdba2144782c749de915,"Which statement is true regarding CT and LP in AIDS patients?
",no rationale,5,A,They should all have a Head CT prior to an LP,If they have no focal neurology don not need a Head CT,if the have a GCS of 15 they do not need a CT,If they are not febrile they do not need a Head CT,all of the above,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which statement is true regarding CT and LP in AIDS patients?

###Options:
A.  They should all have a Head CT prior to an LP
B.  If they have no focal neurology don not need a Head CT
C.  if the have a GCS of 15 they do not need a CT
D.  If they are not febrile they do not need a Head CT
E.  all of the above

###Answer:","Answer: B. If they have no focal neurology, they do not need a Head CT.

Rationale:  
In immunocompromised patients (including those with AIDS), imaging is generally required before a lumbar puncture if there are any signs suggesting raised intracranial pressure or a space-occupying lesion (e.g., focal neurologic deficits, papilledema, new seizures, or significantly altered mental status). However, the mere presence of HIV/AIDS without these risk factors does not automatically necessitate a head CT scan prior to lumbar puncture. Therefore, if an AIDS patient has no focal neurological deficits or other features that would prompt imaging, it is typically safe to proceed directly to lumbar puncture without a head CT.",B,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Which statement is true regarding CT and LP in AIDS patients?
###options: {""option1"": ""They should all have a Head CT prior to an LP"", ""option2"": ""If they have no focal neurology don not need a Head CT"", ""option3"": ""if the have a GCS of 15 they do not need a CT"", ""option4"": ""If they are not febrile they do not need a Head CT"", ""option5"": ""all of the above""}"
2c4fbfa2263d543967b3d11d3edd64125f7dd8909cfec0a1585d396ebf801a91,The nerve supply to the vulva is derived from:,no rationale,5,A,The pudendal nerve,The ilio-inguinal nerve,The genitofemoral nerve,The Posterior cutaneous nerve of the thigh,The inferior haemorrhoidal nerve,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: The nerve supply to the vulva is derived from:
###Options:
A.  The pudendal nerve
B.  The ilio-inguinal nerve
C.  The genitofemoral nerve
D.  The Posterior cutaneous nerve of the thigh
E.  The inferior haemorrhoidal nerve

###Answer:","Answer: A, B, and C (The pudendal nerve, the ilio-inguinal nerve, and the genitofemoral nerve)

Rationale:  
• The pudendal nerve (S2–S4) is the principal innervation to the majority of the vulva (posterior labial branches).  
• The ilio-inguinal nerve (L1) supplies the anterior aspect (skin over the mons pubis and labia majora).  
• The genitofemoral nerve (L1–L2) also contributes to the innervation of the anterior region of the vulva.

In contrast, the posterior cutaneous nerve of the thigh mainly supplies the skin of the posterior thigh, and the inferior hemorrhoidal nerve is a branch of the pudendal nerve supplying the anal region rather than the vulva.",A,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
The nerve supply to the vulva is derived from:###options: {""option1"": ""The pudendal nerve"", ""option2"": ""The ilio-inguinal nerve"", ""option3"": ""The genitofemoral nerve"", ""option4"": ""The Posterior cutaneous nerve of the thigh"", ""option5"": ""The inferior haemorrhoidal nerve""}"
605fa305052cf8e6f221f1a6be95d14691b7a888c460a29fa5e2a9c6a899e1b6,During development of the genital organs:,no rationale,5,B,The genital organs develop from the ectoderm,The paramesonephric duct develops to form the Mullerian system,The Mulleran duct divides to form the Fallopian tubes and ovaries,The genital tubercle forms the clitoris and labia majora,The number of oocytes starts to decline from before birth,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: During development of the genital organs:
###Options:
A.  The genital organs develop from the ectoderm
B.  The paramesonephric duct develops to form the Mullerian system
C.  The Mulleran duct divides to form the Fallopian tubes and ovaries
D.  The genital tubercle forms the clitoris and labia majora
E.  The number of oocytes starts to decline from before birth

###Answer:","Answer: B

Rationale:  
• The paramesonephric ducts are also called the Müllerian ducts, and in female development they give rise to key internal reproductive structures (the uterus, fallopian tubes, and the upper portion of the vagina).  
• By contrast:  
  – (A) The gonads (ovaries/testes) arise mainly from the intermediate mesoderm (not ectoderm).  
  – (C) The Müllerian ducts do form the fallopian tubes, but the ovaries themselves develop from the gonadal (urogenital) ridge, not from the Müllerian ducts.  
  – (D) The genital tubercle forms the clitoris (in females) or the penis (in males), whereas the labioscrotal swellings form the labia majora in females (not the genital tubercle).  
  – (E) While it is true that the number of oocytes does start to decline before birth, this fact is not as directly tied to the “development of the genital organs” as the statement about the paramesonephric (Müllerian) duct.",B,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
During development of the genital organs:###options: {""option1"": ""The genital organs develop from the ectoderm"", ""option2"": ""The paramesonephric duct develops to form the Mullerian system"", ""option3"": ""The Mulleran duct divides to form the Fallopian tubes and ovaries"", ""option4"": ""The genital tubercle forms the clitoris and labia majora"", ""option5"": ""The number of oocytes starts to decline from before birth""}"
36ccb64e0c0f22d36cc1e2db360f2c9eba2fad5da841fd1db6f9c1c24c678ff0,"Which is not a common cause of respiratory symptoms in HIV/AIDS patients?
",no rationale,5,C,community acquired pneumonia,non hodgkins lymphoma,pulmonary embolism,CMV,PCP,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which is not a common cause of respiratory symptoms in HIV/AIDS patients?

###Options:
A.  community acquired pneumonia
B.  non hodgkins lymphoma
C.  pulmonary embolism
D.  CMV
E.  PCP

###Answer:","Answer: C. Pulmonary embolism

Rationale:  
In the differential diagnosis of respiratory symptoms in patients with HIV/AIDS, common considerations include typical community-acquired pneumonias (e.g., bacterial), Pneumocystis jirovecii pneumonia (PCP), CMV pneumonia, and malignancies such as lymphoma. Although HIV/AIDS patients are indeed at higher risk of thromboembolic events, pulmonary embolism is not considered a “common” direct cause of respiratory symptoms in this population when compared with the other listed options. Hence, of the choices provided, pulmonary embolism is the least likely among the commonly encountered causes of respiratory complaints in HIV/AIDS.",C,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Which is not a common cause of respiratory symptoms in HIV/AIDS patients?
###options: {""option1"": ""community acquired pneumonia"", ""option2"": ""non hodgkins lymphoma"", ""option3"": ""pulmonary embolism"", ""option4"": ""CMV"", ""option5"": ""PCP""}"
a05d7cd672ae02f840e9b02f549a7a2d4fa0172ff649147be9f388968c9423af,Hyperandrogenism,no rationale,5,A,Dihydrotestosterone is 100 times more potent than testosterone,Spironolactone can be used in its treatment,Associated with Excessive growth of normal Hair,Does not affect voice,Ferryman Galway’s classification is used to assess the level of hirsutism,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Hyperandrogenism
###Options:
A.  Dihydrotestosterone is 100 times more potent than testosterone
B.  Spironolactone can be used in its treatment
C.  Associated with Excessive growth of normal Hair
D.  Does not affect voice
E.  Ferryman Galway’s classification is used to assess the level of hirsutism

###Answer:","Answer: B and E

Rationale:  
• Spironolactone is commonly used in the treatment of hyperandrogenism (e.g., hirsutism) because it opposes androgen action (option B).  
• The Ferriman–Gallwey scoring system is indeed used to quantify the degree of hirsutism (option E).  
• Dihydrotestosterone is more potent than testosterone, but not by a factor of 100 (making option A incorrect).  
• Hyperandrogenism is associated with hirsutism (excess growth of coarse terminal hairs in androgen-dependent areas), not simply “excessive growth of normal hair” (option C is misleading).  
• Hyperandrogenism can deepen the voice, so stating it “does not affect voice” is incorrect (option D is false).",B,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Hyperandrogenism###options: {""option1"": ""Dihydrotestosterone is 100 times more potent than testosterone"", ""option2"": ""Spironolactone can be used in its treatment"", ""option3"": ""Associated with Excessive growth of normal Hair"", ""option4"": ""Does not affect voice"", ""option5"": ""Ferryman Galway\u2019s classification is used to assess the level of hirsutism""}"
9d54185649e92cd5b2b563100ddd250fddbbc2d19e8a4ec88befdc8a50c2f5a1,"Which is not an AIDS defining illness?

",no rationale,5,D,Cerebral Toxoplasmosis,Pneumocystis Jiroveci Pneumonia,Herpes Zoster,Invasive Cervical Cancer,Oesophageal Candidiasis,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which is not an AIDS defining illness?


###Options:
A.  Cerebral Toxoplasmosis
B.  Pneumocystis Jiroveci Pneumonia
C.  Herpes Zoster
D.  Invasive Cervical Cancer
E.  Oesophageal Candidiasis

###Answer:","Answer: C. Herpes Zoster

Rationale: HIV-infected patients are at increased risk for many opportunistic infections, but not all infections are defined by the CDC as AIDS-defining illnesses. Pneumocystis jiroveci pneumonia, cerebral toxoplasmosis, invasive cervical cancer, and esophageal candidiasis are recognized AIDS-defining conditions. Herpes zoster, although it occurs more frequently in immunocompromised individuals, is not classified as an AIDS-defining condition.",C,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Which is not an AIDS defining illness?

###options: {""option1"": ""Cerebral Toxoplasmosis"", ""option2"": ""Pneumocystis Jiroveci Pneumonia"", ""option3"": ""Herpes Zoster"", ""option4"": ""Invasive Cervical Cancer"", ""option5"": ""Oesophageal Candidiasis""}"
35eda18b9bf55a1d5f74605b7ea65cfafb3079e32e0149a85a2ef675630f7a6d,"Which is the most common organism causing osteomyelitis in all age groups?
",no rationale,5,B,streptococci,staph aureus,gram negatives,hemophilus spp.,actinomyces spp.,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which is the most common organism causing osteomyelitis in all age groups?

###Options:
A.  streptococci
B.  staph aureus
C.  gram negatives
D.  hemophilus spp.
E.  actinomyces spp.

###Answer:","Answer: B. staph aureus

Rationale: Staphylococcus aureus is the most frequently isolated pathogen in osteomyelitis across different age groups. It has a propensity to infect bone tissue and is a common cause of both acute and chronic osteomyelitis.",B,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Which is the most common organism causing osteomyelitis in all age groups?
###options: {""option1"": ""streptococci"", ""option2"": ""staph aureus"", ""option3"": ""gram negatives"", ""option4"": ""hemophilus spp."", ""option5"": ""actinomyces spp.""}"
6db13e00c91afae5644311a0314da2362cd6d7ce71a6665e3de61acb45763a0c,Adenomyosis,no rationale,5,D,Commoner in nulliparous than multi parous,It has a true capsule,Can present with secondary dysmenorrhea,Cure rate is 100% surgically,Formed by the invasion of the superficial layer of the endometrium,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Adenomyosis
###Options:
A.  Commoner in nulliparous than multi parous
B.  It has a true capsule
C.  Can present with secondary dysmenorrhea
D.  Cure rate is 100% surgically
E.  Formed by the invasion of the superficial layer of the endometrium

###Answer:","Answer: C and D

Rationale:
• Adenomyosis often presents with secondary dysmenorrhea (painful periods that start after a period of pain-free cycles) and menorrhagia. Therefore, secondary dysmenorrhea (Option C) is a common symptom.  
• Definitive surgical treatment (hysterectomy) for adenomyosis is considered curative, giving a near-100% cure rate (Option D) in terms of eliminating the disease in the uterus.  
• It is actually more common in multiparous women (not nulliparous), it does not have a true capsule, and it involves deeper invasion (the basal layer of the endometrium) rather than just the superficial layer.",C,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Adenomyosis###options: {""option1"": ""Commoner in nulliparous than multi parous"", ""option2"": ""It has a true capsule"", ""option3"": ""Can present with secondary dysmenorrhea"", ""option4"": ""Cure rate is 100% surgically"", ""option5"": ""Formed by the invasion of the superficial layer of the endometrium""}"
a4736da474c3aaf6ae6d4a1d1e37385bc5612eefebcf3e3cfb677e791598abf9,"	Which of these diseases is incorrectly matched with its vector?
",no rationale,4,D,Malaria Anopheles Mosquito,Japanese Encephalitis Aedes Aegypti,Yellow fever Aedes aegypti,Dengue fever Aedes Aegypti,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: 	Which of these diseases is incorrectly matched with its vector?

###Options:
A.  Malaria Anopheles Mosquito
B.  Japanese Encephalitis Aedes Aegypti
C.  Yellow fever Aedes aegypti
D.  Dengue fever Aedes Aegypti

###Answer:","Answer: B. Japanese Encephalitis Aedes Aegypti

Rationale:  
• Malaria is transmitted by the female Anopheles mosquito.  
• Yellow fever and dengue are transmitted by the Aedes aegypti mosquito.  
• Japanese encephalitis, however, is primarily transmitted by Culex mosquitoes (most commonly Culex tritaeniorhynchus). Therefore, pairing Japanese encephalitis with Aedes aegypti is incorrect.  ",B,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
	Which of these diseases is incorrectly matched with its vector?
###options: {""option1"": ""Malaria Anopheles Mosquito"", ""option2"": ""Japanese Encephalitis Aedes Aegypti"", ""option3"": ""Yellow fever Aedes aegypti"", ""option4"": ""Dengue fever Aedes Aegypti"", ""option5"": ""N/A""}"
