,sample_id,question,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct
3827,6816b47186c42b3b518cb7c2832e93133d1a358c5dcd929210c54423d46a6e10,"A 7-year old known sickle cell anaemia patient presents with fever of a week duration and generalized convulsion an hour before presentation. Examination also reveals right sided oculomotor nerve palsy with right-sided hypertonia, hyper-reflexia and muscle weakness. What is the most likely diagnosis? 

",no rationale,4,B,Cerebral malaria,Cerebral abscess,Intracerebral haemorrhage,Viral encephalitis,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 7-year old known sickle cell anaemia patient presents with fever of a week duration and generalized convulsion an hour before presentation. Examination also reveals right sided oculomotor nerve palsy with right-sided hypertonia, hyper-reflexia and muscle weakness. What is the most likely diagnosis? 


###Options:
A.  Cerebral malaria
B.  Cerebral abscess
C.  Intracerebral haemorrhage
D.  Viral encephalitis

###Answer:","**B. Cerebral abscess**

**Rationale:**

The patient presents with several key features:
1.  **Known Sickle Cell Anaemia (SCA):** Patients with SCA are immunocompromised due to functional asplenia, making them more susceptible to infections, including invasive bacterial infections that can lead to cerebral abscesses. They are also prone to stroke.
2.  **Fever of a week's duration:** This prolonged fever strongly suggests an ongoing infectious or inflammatory process. A cerebral abscess typically develops over days to weeks, with fever being a common symptom.
3.  **Generalized convulsion:** Seizures are a common manifestation of a focal brain lesion like an abscess, often due to irritation of the cerebral cortex or increased intracranial pressure.
4.  **Focal neurological deficits:**
    *   **Right-sided oculomotor nerve (CN III) palsy:** Indicates a lesion affecting the oculomotor nerve or its nucleus, often in the midbrain or due to compression (e.g., uncal herniation).
    *   **Right-sided hypertonia, hyper-reflexia, and muscle weakness (hemiparesis):** These signs point to a lesion affecting the left corticospinal tract (e.g., in the left cerebral hemisphere or brainstem above the decussation of pyramids).

**Considering the options:**

*   **A. Cerebral malaria:** While SCA patients are more susceptible to severe malaria, and it can present with fever and convulsions, the highly focal neurological signs (especially if the oculomotor palsy and hemiparesis are both right-sided, suggesting a large lesion with mass effect like uncal herniation) and the week-long fever make an evolving focal infection like an abscess more specific.
*   **B. Cerebral abscess:** This diagnosis aligns well with all the clinical features. The week-long fever is characteristic of an evolving abscess. The focal neurological signs and seizure can be caused by the abscess itself, surrounding inflammation/edema, or mass effect. If the right oculomotor palsy and right hemiparesis are present, it could be due to a large left-sided abscess causing right hemiparesis and then right uncal herniation compressing the right oculomotor nerve. SCA predisposes to such infections.
*   **C. Intracerebral haemorrhage (ICH):** SCA patients are at risk for ICH. ICH can cause acute focal deficits and seizures. However, a week-long fever *preceding* an acute ICH is less typical, unless the fever is from an infection that led to a secondary event like a ruptured mycotic aneurysm. While possible, an abscess directly accounts for the prolonged fever as part of its primary pathology.
*   **D. Viral encephalitis:** Can cause fever, seizures, and focal neurological signs. However, the specific combination of prolonged fever and evolving focal signs often points more strongly to a bacterial abscess, especially given the predisposition in SCA. While possible, an abscess often presents as a more discrete, space-occupying lesion, which could explain the particular focal signs described, potentially through mass effect.

**Conclusion:** The combination of a known SCA patient (predisposed to infection), a week-long fever (suggesting an evolving infection), focal neurological deficits (indicative of a focal brain lesion), and a seizure makes cerebral abscess the most likely diagnosis among the given options. The prolonged febrile period is a key distinguishing feature pointing towards an evolving intracranial suppurative process.",B,True
3828,f6bb7322ae22a86c5058357b4003f58947797a7f5c79ac07c5652f239b656ea9,"A 30-year-old girl presents with mid-cycle pain on a regular monthly basis. She is sexually active and does not take any contraception. The pain resolves after 24 hours. She has a regular 28-day cycle. The likely cause of the pain is?
 
 


",no rationale,5,B,Adenomyosis,Mittelschmertz syndrome,Endometriosis.,PID.,Polycystic ovaries.,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 30-year-old girl presents with mid-cycle pain on a regular monthly basis. She is sexually active and does not take any contraception. The pain resolves after 24 hours. She has a regular 28-day cycle. The likely cause of the pain is?
 
 



###Options:
A.  Adenomyosis
B.  Mittelschmertz syndrome
C.  Endometriosis.
D.  PID.
E.  Polycystic ovaries.

###Answer:","B. Mittelschmertz syndrome

**Rationale:**
Mittelschmerz (German for ""middle pain"") is a common gynecological symptom characterized by lower abdominal pain that occurs at or around the time of ovulation. Given the patient's regular 28-day cycle, mid-cycle (around day 14) corresponds to the typical time of ovulation. The pain is described as regular, monthly, and resolving within 24 hours, all of which are classic features of Mittelschmerz.

Let's consider why other options are less likely:
*   **A. Adenomyosis:** Typically presents with heavy menstrual bleeding (menorrhagia) and painful periods (dysmenorrhea), rather than isolated mid-cycle pain.
*   **C. Endometriosis:** Can cause chronic pelvic pain, dysmenorrhea, and dyspareunia (painful intercourse). While pain can occur at any time, the specific description of pain strictly at mid-cycle and resolving quickly is more characteristic of Mittelschmerz.
*   **D. PID (Pelvic Inflammatory Disease):** This is an infection and would usually present with more persistent pain, possibly fever, vaginal discharge, and other signs of infection. It is unlikely to be a recurrent, predictable, self-limiting pain occurring monthly.
*   **E. Polycystic ovaries (PCOS):** PCOS is often associated with irregular cycles and anovulation. While pelvic pain can occur, the regular 28-day cycle and specific mid-cycle timing of pain point away from PCOS as the primary cause of this specific symptom. If the patient is ovulating regularly (as suggested by the regular cycle and mid-cycle pain), then Mittelschmerz is the direct explanation for the pain.",B,True
3829,9173a2712444be2ad152b963e13f3ecb6127fe4d9846c2f1e97917cf6728e648,"Bishop Score comprise of the following except


",no rationale,5,E,Length of the cervix,Dilatation of the cervix,Position of the cervix,Consistency of the cervix,Differentiation of the cervix,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Bishop Score comprise of the following except



###Options:
A.  Length of the cervix
B.  Dilatation of the cervix
C.  Position of the cervix
D.  Consistency of the cervix
E.  Differentiation of the cervix

###Answer:","E. Differentiation of the cervix

**Rationale:**

The Bishop Score is a pre-labor scoring system to help predict whether induction of labor will be required and successful. It assesses five components of the cervix:

1.  **Dilatation of the cervix:** How open the cervix is (measured in centimeters).
2.  **Effacement of the cervix (Length):** How thin the cervix is (measured as a percentage or length in cm). Option A, ""Length of the cervix,"" is essentially referring to effacement.
3.  **Station of the fetal presenting part:** How far down the baby's head (or presenting part) has descended into the pelvis relative to the ischial spines.
4.  **Consistency of the cervix:** Whether the cervix feels soft, medium, or firm.
5.  **Position of the cervix:** Whether the cervix is posterior, mid-position, or anterior.

""Differentiation of the cervix"" is not a standard component of the Bishop Score. The term ""differentiation"" in a medical context usually refers to the process by which cells or tissues change from a less specialized to a more specialized state, which is not relevant to the gross anatomical and palpable characteristics assessed by the Bishop Score for labor induction.",E,True
3830,8bd66b242ce0d67b643df5689ab791f81b7af30b33d06c7926ee09c179adbe1f,"A 21-day old infant who has been fed infant formula from birth presents with repeated blinking and lip smacking. There was no fever or jaundice. The most likely aetiological factor is:
",no rationale,4,C,Perinatal asphyxia,Hypoglycaemia,Hypocalcaemia,Brain tumour,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 21-day old infant who has been fed infant formula from birth presents with repeated blinking and lip smacking. There was no fever or jaundice. The most likely aetiological factor is:

###Options:
A.  Perinatal asphyxia
B.  Hypoglycaemia
C.  Hypocalcaemia
D.  Brain tumour

###Answer:","C. Hypocalcaemia

**Rationale:**

The infant is 21 days old, fed infant formula from birth, and presents with repeated blinking and lip smacking, which are signs of subtle seizures or neuromuscular irritability in a neonate. There is no fever or jaundice.

1.  **Hypocalcaemia:** Late-onset neonatal hypocalcaemia typically occurs after the first 72 hours of life, often between 5 days and several weeks of age. A primary cause is a high phosphate load from feeding with cow's milk-based infant formulas, which can lead to hyperphosphatemia. The infant's kidneys may be unable to excrete the excess phosphate, and the parathyroid glands may be transiently unable to respond adequately to the resulting fall in serum calcium. The clinical manifestations of hypocalcaemia in neonates include neuromuscular irritability such as jitteriness, twitching, tremors, and seizures (which can be subtle, like blinking, lip smacking, or other automatisms). The history of exclusive formula feeding from birth makes this a strong possibility.

2.  **Perinatal asphyxia:** Significant perinatal asphyxia usually manifests in the immediate neonatal period (first few days) with more global neurological signs like lethargy, hypotonia, poor feeding, or overt seizures. It is less likely to present for the first time at 21 days with only subtle seizures if it wasn't apparent earlier.

3.  **Hypoglycaemia:** Hypoglycaemia can certainly cause seizures (including subtle ones) in neonates. However, if the infant has been feeding well on formula for 21 days, new onset symptomatic hypoglycaemia without another precipitating factor (like sepsis, poor intake, or an underlying metabolic disorder) is possible but perhaps less specifically pointed to by ""infant formula from birth"" than hypocalcaemia. While a common cause of neonatal seizures, the formula feeding is a more direct risk factor for hypocalcaemia.

4.  **Brain tumour:** Brain tumours are extremely rare in neonates and would be very unlikely to present solely with these symptoms without other signs like increased intracranial pressure (e.g., vomiting, bulging fontanelle, rapidly increasing head circumference) or focal neurological deficits.

Considering the specific presentation of subtle seizures in a 21-day-old formula-fed infant, late-onset hypocalcaemia due to the phosphate load in formula is a well-recognized and most likely aetiological factor.",C,True
3831,af73f11e8566aa51f6fc378680d48723d8fb4bf283043811e1f4a259a8e5e40d,"The gold standard for the Diagnosis of Tubal ectopic pregnancy.                    
      
             
             
            
              
",no rationale,5,D,Cystoscopy.,Hysteroscopy.,Hysterosalpingogram,Laparoscopy,Abdominopelvic Ultrasound.,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: The gold standard for the Diagnosis of Tubal ectopic pregnancy.                    
      
             
             
            
              

###Options:
A.  Cystoscopy.
B.  Hysteroscopy.
C.  Hysterosalpingogram
D.  Laparoscopy
E.  Abdominopelvic Ultrasound.

###Answer:","**Answer:** D. Laparoscopy

**Rationale:**
Laparoscopy is considered the gold standard for the diagnosis of tubal ectopic pregnancy. This procedure allows for direct visualization of the fallopian tubes and other pelvic organs, enabling a definitive confirmation of an ectopic pregnancy's presence and precise location within the tube. Moreover, laparoscopy offers the significant advantage of permitting simultaneous surgical treatment (such as salpingostomy or salpingectomy) if an ectopic pregnancy is confirmed.

While transvaginal ultrasound (a component of abdominopelvic ultrasound) is the primary and most common initial imaging modality for suspected ectopic pregnancy and is highly accurate when combined with serum beta-hCG levels, laparoscopy serves as the definitive diagnostic tool, especially in cases where ultrasound findings are inconclusive, the patient is hemodynamically unstable, or immediate surgical intervention is required.

Here's why the other options are not the gold standard for diagnosing tubal ectopic pregnancy:
*   **A. Cystoscopy:** This procedure is used to examine the interior of the urinary bladder and is not relevant to the diagnosis of ectopic pregnancy.
*   **B. Hysteroscopy:** This involves visualizing the inside of the uterine cavity. While it can rule out an intrauterine pregnancy, it does not directly diagnose an ectopic pregnancy located in the fallopian tube.
*   **C. Hysterosalpingogram (HSG):** This is an X-ray procedure used to evaluate the patency of the fallopian tubes and the shape of the uterine cavity, primarily in the workup of infertility. It is not used for the diagnosis of an acute ectopic pregnancy.
*   **E. Abdominopelvic Ultrasound:** Specifically, transvaginal ultrasound is the first-line imaging investigation for suspected ectopic pregnancy and is crucial in its diagnosis. However, the term ""gold standard"" typically refers to the most definitive test, which in this case is laparoscopy due to its ability to directly visualize and confirm the ectopic pregnancy. Ultrasound may sometimes be equivocal, requiring laparoscopy for definitive diagnosis.",D,True
3832,6be3ea6266e8368f4ec5fcde804643e9f901c0df46753c35e014ec8f01fcf7e6,"A 7-year old known sickle cell anaemia patient presents with fever, pains over both thighs and severe weakness. Physical examination reveals pallor, axillary temperature of 37.9ºC, pulse rate of 142/minute, respiratory rate of 68/minute and a tender 6cm size liver. The haematocrit reads 22%. The most appropriate immediate management step is:



",no rationale,4,C,Intravenous artesunate,Intravenous Half Strength Darrows infusion,Packed cells transfusion,Whole blood transfusion,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 7-year old known sickle cell anaemia patient presents with fever, pains over both thighs and severe weakness. Physical examination reveals pallor, axillary temperature of 37.9ºC, pulse rate of 142/minute, respiratory rate of 68/minute and a tender 6cm size liver. The haematocrit reads 22%. The most appropriate immediate management step is:




###Options:
A.  Intravenous artesunate
B.  Intravenous Half Strength Darrows infusion
C.  Packed cells transfusion
D.  Whole blood transfusion

###Answer:","The correct option is **C. Packed cells transfusion**

**Rationale:**
The patient, a known case of sickle cell anaemia, presents with features suggestive of a severe acute complication. Key findings include:
1.  **Severe Anaemia:** Haematocrit of 22% (approximately Hb 7.3 g/dL). While sickle cell patients have chronic anaemia, this level, especially in the context of acute symptoms, can be critical. Pallor supports this.
2.  **Cardiorespiratory Distress:**
    *   **Tachypnoea:** Respiratory rate of 68/minute is extremely high for a 7-year-old (normal ~18-30/min) and indicates severe respiratory distress, possibly due to hypoxia, pain, acidosis, or impending Acute Chest Syndrome (ACS).
    *   **Tachycardia:** Pulse rate of 142/minute is significantly elevated (normal for a 7-year-old ~70-110 bpm), likely a compensatory response to anaemia, hypoxia, fever, or pain.
3.  **Severe Weakness:** This can be a direct consequence of severe anaemia and poor tissue oxygenation.
4.  **Fever (37.9ºC) and Pains over Thighs:** Suggestive of a vaso-occlusive crisis (VOC) and possibly an underlying infection, which can precipitate other complications.
5.  **Tender Hepatomegaly (6cm):** This could indicate hepatic sequestration, a complication of sickle cell disease where sickled red blood cells pool in the liver, leading to organ enlargement, pain, and a rapid drop in haemoglobin. It can also be seen with severe VOC or infection.

Considering these findings, the most life-threatening issues are the severe respiratory distress and the symptomatic anaemia. A haematocrit of 22% with such profound cardiorespiratory compromise (RR 68/min, PR 142/min) and severe weakness indicates that the patient's oxygen-carrying capacity is critically low, leading to tissue hypoxia and the body's extreme compensatory efforts.

Let's evaluate the options:
*   **A. Intravenous artesunate:** This is for malaria. While malaria can trigger sickle cell crises, it's not the primary indicated treatment without a confirmed diagnosis or very high suspicion in an endemic area, especially when other severe complications are evident.
*   **B. Intravenous Half Strength Darrows infusion:** Hydration is crucial in managing sickle cell crises to improve blood flow and prevent further sickling. This is an important supportive measure and should be initiated. However, it will not directly or rapidly correct the severe anaemia or improve oxygen-carrying capacity to the extent needed to alleviate an RR of 68/min if it's driven by anaemic hypoxia.
*   **C. Packed cells transfusion:** This directly addresses the severe symptomatic anaemia by increasing the red blood cell mass and thus the oxygen-carrying capacity of the blood. This can rapidly improve tissue oxygenation, potentially alleviating the severe tachypnoea, tachycardia, and weakness. Transfusion is indicated in sickle cell disease for severe symptomatic anaemia, acute chest syndrome, splenic/hepatic sequestration with severe anaemia, and aplastic crisis. The clinical picture (severe respiratory distress, weakness, pallor, Hct 22%, tender hepatomegaly) is highly suggestive of a situation where transfusion is urgently needed.
*   **D. Whole blood transfusion:** While whole blood provides red cells, packed red blood cells are generally preferred for treating anaemia to provide a concentrated source of red cells without unnecessary volume or other components, especially in chronically anaemic patients or those at risk of fluid overload.

Given the severity of the patient's respiratory distress and other signs of haemodynamic compromise secondary to anaemia, **packed cells transfusion (C)** is the most appropriate immediate management step to directly address the critical issue of inadequate oxygen-carrying capacity. This intervention is more likely to stabilize the patient's cardiorespiratory status quickly compared to IV fluids alone, although IV fluids should also be administered.

The final answer is $\boxed{C}$",C,True
3833,5bb6cda981c6a4a669f658e4f282157f308d3895b39973e154b4e264aa20d65f,"Polyhydramnios is associated with the following except:



",no rationale,5,C,Maternal diabetes,Spina bifida,Maternal non-steroidal anti-inflammatory drugs (NSAIDs).,Omphalocele,Chorioangioma of the placenta,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Polyhydramnios is associated with the following except:




###Options:
A.  Maternal diabetes
B.  Spina bifida
C.  Maternal non-steroidal anti-inflammatory drugs (NSAIDs).
D.  Omphalocele
E.  Chorioangioma of the placenta

###Answer:","C. Maternal non-steroidal anti-inflammatory drugs (NSAIDs).

**Rationale:**

Polyhydramnios is a condition characterized by an excessive accumulation of amniotic fluid. Let's examine why the other options are associated with polyhydramnios and why C is the exception:

*   **A. Maternal diabetes:** Poorly controlled maternal diabetes can lead to fetal hyperglycemia, resulting in fetal polyuria (increased urine production), which is a primary contributor to amniotic fluid volume. Thus, it is associated with polyhydramnios.
*   **B. Spina bifida:** Neural tube defects, including spina bifida (especially open defects like myelomeningocele) and anencephaly, are often associated with polyhydramnios. This can be due to impaired fetal swallowing mechanisms or increased transudation of fluid from exposed meninges.
*   **D. Omphalocele:** Gastrointestinal anomalies, such as omphalocele, esophageal atresia, or duodenal atresia, can interfere with fetal swallowing and absorption of amniotic fluid, leading to its accumulation and polyhydramnios.
*   **E. Chorioangioma of the placenta:** Large chorioangiomas (placental tumors) can act as arteriovenous shunts, leading to fetal high-output cardiac failure, increased fetal urine output, and consequently, polyhydramnios.

*   **C. Maternal non-steroidal anti-inflammatory drugs (NSAIDs):** In contrast, maternal use of NSAIDs (like ibuprofen or indomethacin), particularly in the third trimester, is associated with **oligohydramnios** (too little amniotic fluid). NSAIDs can cause constriction of the fetal ductus arteriosus and reduce fetal renal blood flow, leading to decreased fetal urine production.

Therefore, maternal NSAID use is associated with oligohydramnios, not polyhydramnios, making it the correct exception.",C,True
3834,9c1047b2e0b0140fc2ff402eb966cbd909cd4faa835687a08ad51cebd832b26e,"The following are complications of multiple pregnancy except?
",no rationale,5,B,Placenta praevia.,Diabetes mellitus.,Pre-eclampsia,Malpresentation,Intrauterine growth restriction (IUGR).,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: The following are complications of multiple pregnancy except?

###Options:
A.  Placenta praevia.
B.  Diabetes mellitus.
C.  Pre-eclampsia
D.  Malpresentation
E.  Intrauterine growth restriction (IUGR).

###Answer:","B. Diabetes mellitus.

**Rationale:**
The question asks to identify the condition that is NOT a complication of multiple pregnancy. While multiple pregnancy increases the risk of developing **Gestational Diabetes Mellitus (GDM)**, the term ""Diabetes mellitus"" is broader and includes pre-existing diabetes (Type 1 or Type 2).

*   **Pre-existing diabetes mellitus** is a condition a woman has before becoming pregnant. It is not caused by the multiple pregnancy itself, although the multiple pregnancy can complicate the management of pre-existing diabetes and vice-versa. Therefore, pre-existing diabetes is a co-morbidity rather than a complication *of* the multiple pregnancy in terms of causation.

The other options are well-recognized complications directly associated with or having an increased incidence due to multiple pregnancy:
*   **A. Placenta praevia:** The placenta implants low in the uterus. Its incidence is higher in multiple pregnancies due to larger placental area or multiple placentas.
*   **C. Pre-eclampsia:** A hypertensive disorder of pregnancy. The risk is significantly increased in multiple pregnancies, possibly due to a larger placental mass.
*   **D. Malpresentation:** Abnormal fetal positioning (e.g., breech, transverse). This is more common with multiple fetuses occupying the uterus.
*   **E. Intrauterine growth restriction (IUGR):** One or more fetuses do not grow at the expected rate. This is more common in multiple pregnancies due to factors like shared placental resources.

Because ""Diabetes mellitus"" can refer to a pre-existing condition not caused by the multiple pregnancy, it stands as the exception among the listed options, all of which describe conditions that typically arise during the pregnancy and are more likely because of the multiple gestation.",B,True
3835,0972ab8e0f1a3ef1e4ab82552a92ccb26668adfb03a881da80cb22b7596cb88f,"A 5-week old boy and first child of the family presents with recurrent projectile vomiting after feeds, which started two weeks prior to presentation. On examination he appears moderately dehydrated with a palpable almond-shaped mass in the epigastrium immediately after suckling. The most likely diagnosis is: ",no rationale,4,A,Congenital pyloric stenosis,Duodenal atresia.,Haemolytic uraemic syndrome,Intussusception,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 5-week old boy and first child of the family presents with recurrent projectile vomiting after feeds, which started two weeks prior to presentation. On examination he appears moderately dehydrated with a palpable almond-shaped mass in the epigastrium immediately after suckling. The most likely diagnosis is: 
###Options:
A.  Congenital pyloric stenosis
B.  Duodenal atresia.
C.  Haemolytic uraemic syndrome
D.  Intussusception

###Answer:","**A. Congenital pyloric stenosis**

**Rationale:**
The clinical presentation described is classic for congenital hypertrophic pyloric stenosis (CHPS).
*   **Age of Onset:** Symptoms typically begin between 2 and 8 weeks of age. The patient is 5 weeks old, and symptoms started at 3 weeks, fitting this window.
*   **Projectile Vomiting:** This is a hallmark symptom, occurring shortly after feeds, as the hypertrophied pyloric muscle prevents gastric emptying. The vomiting is typically non-bilious because the obstruction is proximal to the ampulla of Vater.
*   **Palpable Mass:** An ""olive-shaped"" or ""almond-shaped"" mass is pathognomonic and represents the thickened pyloric muscle. It is best palpated in the epigastrium or right upper quadrant, often immediately after the infant has vomited or during a feed when the stomach is distended and the abdominal muscles are relaxed.
*   **Dehydration:** Recurrent vomiting leads to fluid and electrolyte loss, resulting in dehydration.
*   **Other factors:** Pyloric stenosis is more common in first-born males.

**Why other options are less likely:**
*   **B. Duodenal atresia:** This condition usually presents within the first 24-48 hours of life with bilious vomiting (as the obstruction is typically distal to the ampulla of Vater). An epigastric mass is not a feature.
*   **C. Haemolytic uraemic syndrome (HUS):** HUS is characterized by a triad of microangiopathic hemolytic anemia, thrombocytopenia, and acute kidney injury. While vomiting can occur, it is not typically projectile in the manner described, and an epigastric mass is not a feature. It usually follows a diarrheal illness.
*   **D. Intussusception:** While intussusception can cause vomiting and a palpable abdominal mass (typically sausage-shaped), the peak age is 3 months to 3 years. The vomiting may initially be non-bilious but often becomes bilious. Classic features also include intermittent colicky abdominal pain and ""currant jelly"" stools, which are not mentioned here. The described ""almond-shaped"" mass in the epigastrium is more specific to pyloric stenosis.",A,True
3836,89e451b01781b8d68a2f2432884794668255d10bba417f0bc2bfbcd55833a54d,"By means of real time ultrasound examination
	
  
	 
	 
	
",no rationale,5,A,Pregnancy can usually be detected 5 weeks after the last menstrual period,The fetal heart cannot be seen until 10 weeks after the last period,Placental praevia can be readily demonstrated after the 16th week of pregnancy,The biparietal diameter can be measured reliably after the 12th week of pregnancy,A reliable estimate of gestational age can be made in the 3rd trimester,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: By means of real time ultrasound examination
	
  
	 
	 
	

###Options:
A.  Pregnancy can usually be detected 5 weeks after the last menstrual period
B.  The fetal heart cannot be seen until 10 weeks after the last period
C.  Placental praevia can be readily demonstrated after the 16th week of pregnancy
D.  The biparietal diameter can be measured reliably after the 12th week of pregnancy
E.  A reliable estimate of gestational age can be made in the 3rd trimester

###Answer:",,N,False
3837,15fad0499f0ef023a62bb206dd6aa823a7a0ec488237a32afe1649ff4c0ab3a0,"The following are absolute indication for caesarean section 
	 
	  
	 
	 ",no rationale,5,C,Hydrocephalus,Type IV placenta praevia,Abruption placentae,Previous multiple caesarean section,Previous classical caesarean section,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: The following are absolute indication for caesarean section 
	 
	  
	 
	 
###Options:
A.  Hydrocephalus
B.  Type IV placenta praevia
C.  Abruption placentae
D.  Previous multiple caesarean section
E.  Previous classical caesarean section

###Answer:","**B. Type IV placenta praevia**

**Rationale:**
Type IV placenta praevia, also known as complete or central placenta praevia, is an absolute indication for a caesarean section. In this condition, the placenta completely covers the internal cervical os. If vaginal delivery were attempted, cervical dilatation and effacement would inevitably cause the placenta to separate, leading to severe, life-threatening antepartum and intrapartum hemorrhage for the mother and profound hypoxia and distress for the fetus. Therefore, vaginal delivery is contraindicated, and a caesarean section is mandatory for the safety of both mother and child.

Let's evaluate the other options:
*   **A. Hydrocephalus:** While severe hydrocephalus (especially with significant macrocephaly) may necessitate a caesarean section to prevent dystocia or birth trauma, it is not an absolute indication. The decision depends on the degree of hydrocephalus, head circumference, and other factors. Some cases may be delivered vaginally, or procedures like cephalocentesis might be considered.
*   **C. Abruption placentae:** Placental abruption is a serious obstetric emergency. While an emergency caesarean section is often required, especially with severe abruption and fetal distress or maternal instability, it is not an absolute indication in all cases. For instance, with a minor abruption, a stable mother and fetus, and favorable cervical conditions, vaginal delivery might be attempted or proceed.
*   **D. Previous multiple caesarean section:** While the risk of uterine rupture increases with the number of previous caesarean sections (typically low transverse), and many obstetricians would recommend a repeat caesarean section after two or more, it's not universally considered an *absolute* indication. Vaginal birth after multiple cesareans (VBAMC) is sometimes considered and offered in selected, well-counseled patients in appropriate facilities.
*   **E. Previous classical caesarean section:** A previous classical (vertical incision in the upper, contractile segment of the uterus) caesarean section is a strong, widely accepted absolute indication for a repeat caesarean section. This is because the scar from a classical incision has a significantly higher risk of uterine rupture during labor (estimated 4-9%) compared to a low transverse scar. A trial of labor is contraindicated. While this is also an absolute indication, Type IV placenta praevia presents an immediate physical impossibility for safe vaginal passage, making it a quintessential example. Both B and E are indeed absolute indications, but if only one option can be chosen, Type IV placenta praevia represents a situation where vaginal delivery is physically obstructed by the placenta, leading to certain severe hemorrhage.",B,False
3838,91a27e60cd2cab2985cc5a2ce924ab85398931be717b9bed20d398f8047aeceb,"A 3-year old child presents with fever, progressively worsening cough and difficulty with breathing. Physical examination reveals an acutely ill child with axillary temperature of 37.8⁰C, loud grunts, chest wall retraction, reduced chest movement, reduced vocal resonance and breath sounds. The likely diagnosis is:",no rationale,4,A,Pneumonia with pleural effusion,Acute epiglottitis.,Acute laryngotracheobronchitis.,Foreign body aspiration,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 3-year old child presents with fever, progressively worsening cough and difficulty with breathing. Physical examination reveals an acutely ill child with axillary temperature of 37.8⁰C, loud grunts, chest wall retraction, reduced chest movement, reduced vocal resonance and breath sounds. The likely diagnosis is:
###Options:
A.  Pneumonia with pleural effusion
B.  Acute epiglottitis.
C.  Acute laryngotracheobronchitis.
D.  Foreign body aspiration

###Answer:","A. Pneumonia with pleural effusion

**Rationale:**
The child's presentation includes fever, progressively worsening cough, and difficulty breathing, which are common symptoms of pneumonia. The physical examination findings provide further clues:
*   **Loud grunts and chest wall retraction:** These are signs of significant respiratory distress, indicating increased work of breathing often seen in severe lower respiratory tract infections. Grunting is an expiratory sound made as the child tries to keep alveoli open.
*   **Reduced chest movement:** This can be due to splinting from pleuritic pain associated with pneumonia and/or the presence of a pleural effusion restricting lung expansion.
*   **Reduced vocal resonance and reduced breath sounds:** These are classic signs of pleural effusion. Fluid in the pleural space dampens the transmission of voice sounds and breath sounds from the underlying lung to the chest wall. While consolidation from pneumonia alone can also cause reduced breath sounds (if airways are plugged) and increased vocal resonance (bronchial breathing, egophony), the combination of *reduced* vocal resonance with reduced breath sounds and reduced chest movement is highly suggestive of a pleural effusion.

Let's consider why other options are less likely:
*   **B. Acute epiglottitis:** Typically presents with sudden onset of high fever, sore throat, drooling, dysphagia, and a ""tripod"" or ""sniffing"" position. Cough is usually not prominent, and the primary findings are related to severe upper airway obstruction, not the described lower chest signs.
*   **C. Acute laryngotracheobronchitis (Croup):** Characterized by a barking cough, inspiratory stridor, and hoarseness. While there is respiratory distress, the specific chest examination findings (reduced vocal resonance, reduced chest movement) are not typical primary features of croup, which mainly affects the upper airways.
*   **D. Foreign body aspiration:** Can cause cough and difficulty breathing, but the onset is often sudden after a choking episode. Fever might develop later due to secondary infection. While possible, the ""progressively worsening"" nature, fever, and the constellation of physical signs (especially grunting and signs of effusion) make an infectious process like pneumonia with effusion more likely than an uncomplicated foreign body aspiration.

Therefore, the combination of symptoms of a lower respiratory tract infection (fever, cough, dyspnea, grunts, retractions) along with physical signs pointing to fluid in the pleural space (reduced chest movement, reduced vocal resonance, reduced breath sounds) makes pneumonia with pleural effusion the most likely diagnosis.",A,True
